883,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)
884,Some Kind of Wonderful (1987)
885,Indiana Jones and the Last Crusade (1989)
886,Being There (1979)
887,Gandhi (1982)
888,Unbearable Lightness of Being, The (1988)
889,Room with a View, A (1986)
890,Real Genius (1985)
891,Pink Floyd: The Wall (1982)
892,Killing Fields, The (1984)
893,My Life as a Dog (Mitt liv som hund) (1985)
894,Forbidden Planet (1956)
895,Field of Dreams (1989)
896,Man Who Would Be King, The (1975)
897,Butch Cassidy and the Sundance Kid (1969)
898,Paris, Texas (1984)
899,Until the End of the World (Bis ans Ende der Welt) (1991)
900,When Harry Met Sally... (1989)
901,Alien³ (a.k.a. Alien 3) (1992)
902,American Werewolf in London, An (1981)
903,Amityville II: The Possession (1982)
904,Amityville Horror, The (1979)
905,April Fool's Day (1986)
906,Believers, The (1987)
907,Birds, The (1963)
908,Blob, The (1958)
909,Body Snatcher, The (1945)
910,Dracula (Bram Stoker's Dracula) (1992)
911,Bride of Frankenstein, The (Bride of Frankenstein) (1935)
912,Candyman (1992)
913,Cape Fear (1991)
914,Cape Fear (1962)
915,Carrie (1976)
916,Cat People (1982)
917,Nightmare on Elm Street, A (1984)
918,Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)
919,Omen, The (1976)
920,Albino Alligator (1996)
921,Mirror Has Two Faces, The (1996)
922,Breaking the Waves (1996)
923,Nightwatch (1997)
924,Star Trek: First Contact (1996)
925,Shine (1996)
926,Sling Blade (1996)
927,Jingle All the Way (1996)
928,Paradise Lost: The Child Murders at Robin Hood Hills (1996)
929,Preacher's Wife, The (1996)
930,Ridicule (1996)
931,Crucible, The (1996)
932,101 Dalmatians (1996)
933,Die Hard 2 (1990)
934,Star Trek: The Motion Picture (1979)
935,Star Trek VI: The Undiscovered Country (1991)
936,Star Trek V: The Final Frontier (1989)
937,Star Trek II: The Wrath of Khan (1982)
938,Star Trek III: The Search for Spock (1984)
939,Star Trek IV: The Voyage Home (1986)
940,Batman Returns (1992)
941,Young Guns (1988)
942,Young Guns II (1990)
943,Grease (1978)
944,Grease 2 (1982)
945,Marked for Death (1990)
946,Under Siege (1992)
947,Jaws (1975)
948,Jaws 2 (1978)
949,Jaws 3-D (1983)
950,My Fellow Americans (1996)
951,Mars Attacks! (1996)
952,Citizen Ruth (1996)
953,Jerry Maguire (1996)
954,Raising Arizona (1987)
955,Tin Men (1987)
956,Sneakers (1992)
957,Bastard Out of Carolina (1996)
958,In Love and War (1996)
959,Marvin's Room (1996)
960,Ghosts of Mississippi (1996)
961,Night Falls on Manhattan (1996)
962,Beavis and Butt-Head Do America (1996)
963,Scream (1996)
964,Last of the Mohicans, The (1992)
965,Michael (1996)
966,Evening Star, The (1996)
967,Hamlet (1996)
968,Mother (1996)
969,Evita (1996)
970,Portrait of a Lady, The (1996)
971,Walkabout (1971)
972,Murder at 1600 (1997)
973,Fierce Creatures (1997)
974,Turbulence (1997)
975,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
976,Beverly Hills Ninja (1997)
977,Metro (1997)
978,Dante's Peak (1997)
979,Amos & Andrew (1993)
980,Benny & Joon (1993)
981,Prefontaine (1997)
982,McHale's Navy (1997)
983,Kolya (Kolja) (1996)
984,Gridlock'd (1997)
985,Waiting for Guffman (1996)
986,Beautician and the Beast, The (1997)
987,SubUrbia (1997)
988,Pest, The (1997)
989,Fools Rush In (1997)
990,Absolute Power (1997)
991,That Darn Cat (1997)
992,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997)
993,Lost Highway (1997)
994,Rosewood (1997)
995,Donnie Brasco (1997)
996,Booty Call (1997)
997,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997)
998,Kama Sutra: A Tale of Love (1996)
999,Private Parts (1997)
1000,Saint, The (1997)
1001,Smilla's Sense of Snow (1997)
1002,Van, The (1996)
1003,Crash (1996)
1004,Daytrippers, The (1996)
1005,Liar Liar (1997)
1006,Selena (1997)
1007,Devil's Own, The (1997)
1008,Turbo: A Power Rangers Movie (1997)
1009,Double Team (1997)
1010,Inventing the Abbotts (1997)
1011,Anaconda (1997)
1012,Grosse Pointe Blank (1997)
1013,8 Heads in a Duffel Bag (1997)
1014,Romy and Michele's High School Reunion (1997)
1015,Volcano (1997)
1016,Austin Powers: International Man of Mystery (1997)
1017,Breakdown (1997)
1018,Fathers' Day (1997)
1019,Fifth Element, The (1997)
1020,Love! Valour! Compassion! (1997)
1021,Shall We Dance? (Shall We Dansu?) (1996)
1022,Addicted to Love (1997)
1023,Brassed Off (1996)
1024,Lost World: Jurassic Park, The (1997)
1025,Ponette (1996)
1026,Trial and Error (1997)
1027,Con Air (1997)
1028,Pillow Book, The (1996)
1029,Speed 2: Cruise Control (1997)
1030,Batman & Robin (1997)
1031,Hercules (1997)
1032,My Best Friend's Wedding (1997)
1033,Contempt (Mépris, Le) (1963)
1034,Face/Off (1997)
1035,Men in Black (a.k.a. MIB) (1997)
1036,Out to Sea (1997)
1037,Contact (1997)
1038,G.I. Jane (1997)
1039,Conan the Barbarian (1982)
1040,George of the Jungle (1997)
1041,Cop Land (1997)
1042,Event Horizon (1997)
1043,Spawn (1997)
1044,Air Bud (1997)
1045,Picture Perfect (1997)
1046,In the Company of Men (1997)
1047,Free Willy 3: The Rescue (1997)
1048,Conspiracy Theory (1997)
1049,Desperate Measures (1998)
1050,Steel (1997)
1051,She's So Lovely (1997)
1052,Hoodlum (1997)
1053,Mimic (1997)
1054,Money Talks (1997)
1055,Excess Baggage (1997)
1056,Kull the Conqueror (1997)
1057,Air Force One (1997)
1058,187 (One Eight Seven) (1997)
1059,Hunt for Red October, The (1990)
1060,My Own Private Idaho (1991)
1061,In & Out (1997)
1062,Edge, The (1997)
1063,Peacemaker, The (1997)
1064,L.A. Confidential (1997)
1065,Seven Years in Tibet (1997)
1066,Kiss the Girls (1997)
1067,Soul Food (1997)
1068,Wishmaster (1997)
1069,Game, The (1997)
1070,Fire Down Below (1997)
1071,U Turn (1997)
1072,MatchMaker, The (1997)
1073,Ulee's Gold (1997)
1074,Ice Storm, The (1997)
1075,Chasing Amy (1997)
1076,How to Be a Player (1997)
1077,Full Monty, The (1997)
1078,Indian Summer (a.k.a. Alive & Kicking) (1996)
1079,Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)
1080,I Know What You Did Last Summer (1997)
1081,The Devil's Advocate (1997)
1082,RocketMan (a.k.a. Rocket Man) (1997)
1083,Playing God (1997)
1084,House of Yes, The (1997)
1085,Fast, Cheap & Out of Control (1997)
1086,Gattaca (1997)
1087,FairyTale: A True Story (1997)
1088,Phantoms (1998)
1089,Life Less Ordinary, A (1997)
1090,Eve's Bayou (1997)
1091,Switchback (1997)
1092,Stripes (1981)
1093,Bean (1997)
1094,Mad City (1997)
1095,Welcome to Sarajevo (1997)
1096,Rainmaker, The (1997)
1097,Boogie Nights (1997)
1098,Witness (1985)
1099,Starship Troopers (1997)
1100,Joy Luck Club, The (1993)
1101,Sliding Doors (1998)
1102,Mortal Kombat: Annihilation (1997)
1103,Truman Show, The (1998)
1104,Wings of the Dove, The (1997)
1105,Mrs. Dalloway (1997)
1106,Red Corner (1997)
1107,Jackal, The (1997)
1108,Anastasia (1997)
1109,Man Who Knew Too Little, The (1997)
1110,Alien: Resurrection (1997)
1111,Amistad (1997)
1112,Apostle, The (1997)
1113,Butcher Boy, The (1997)
1114,Deconstructing Harry (1997)
1115,Flubber (1997)
1116,For Richer or Poorer (1997)
1117,Good Will Hunting (1997)
1118,Home Alone 3 (1997)
1119,Midnight in the Garden of Good and Evil (1997)
1120,Mouse Hunt (1997)
1121,Scream 2 (1997)
1122,Sweet Hereafter, The (1997)
1123,Titanic (1997)
1124,Tomorrow Never Dies (1997)
1125,Postman, The (1997)
1126,Horse Whisperer, The (1998)
1127,Jackie Brown (1997)
1128,Kundun (1997)
1129,Mr. Magoo (1997)
1130,Big Lebowski, The (1998)
1131,Afterglow (1997)
1132,My Life in Pink (Ma vie en rose) (1997)
1133,Great Expectations (1998)
1134,3 Ninjas: High Noon On Mega Mountain (1998)
1135,Wag the Dog (1997)
1136,Dark City (1998)
1137,Hard Rain (1998)
1138,Half Baked (1998)
1139,Fallen (1998)
1140,Shooting Fish (1997)
1141,Prophecy II, The (1998)
1142,Fallen Angels (Duo luo tian shi) (1995)
1143,Spice World (1997)
1144,Deep Rising (1998)
1145,Replacement Killers, The (1998)
1146,Blues Brothers 2000 (1998)
1147,Wedding Singer, The (1998)
1148,Sphere (1998)
1149,Palmetto (1998)
1150,As Good as It Gets (1997)
1151,King of New York (1990)
1152,Men with Guns (1997)
1153,Twilight (1998)
1154,U.S. Marshals (1998)
1155,Love and Death on Long Island (1997)
1156,Everest (1998)
1157,Suicide Kings (1997)
1158,Man in the Iron Mask, The (1998)
1159,Newton Boys, The (1998)
1160,Wild Things (1998)
1161,Paulie (1998)
1162,Fireworks (Hana-bi) (1997)
1163,Primary Colors (1998)
1164,Two Girls and a Guy (1997)
1165,Object of My Affection, The (1998)
1166,Big One, The (1997)
1167,Lost in Space (1998)
1168,Mercury Rising (1998)
1169,Spanish Prisoner, The (1997)
1170,City of Angels (1998)
1171,Last Days of Disco, The (1998)
1172,Odd Couple II, The (1998)
1173,My Giant (1998)
1174,He Got Game (1998)
1175,Gingerbread Man, The (1998)
1176,Live Flesh (Carne trémula) (1997)
1177,Zero Effect (1998)
1178,Borrowers, The (1997)
1179,Krippendorf's Tribe (1998)
1180,Kurt & Courtney (1998)
1181,Mr. Nice Guy (Yat goh ho yan) (1997)
1182,Character (Karakter) (1997)
1183,Species II (1998)
1184,Major League: Back to the Minors (1998)
1185,Big Hit, The (1998)
1186,Misérables, Les (1998)
1187,Clockwatchers (1997)
1188,Deep Impact (1998)
1189,Quest for Camelot (1998)
1190,Godzilla (1998)
1191,Bulworth (1998)
1192,Fear and Loathing in Las Vegas (1998)
1193,Opposite of Sex, The (1998)
1194,Almost Heroes (1998)
1195,Hope Floats (1998)
1196,Insomnia (1997)
1197,Perfect Murder, A (1998)
1198,Six Days Seven Nights (1998)
1199,Can't Hardly Wait (1998)
1200,High Art (1998)
1201,Children of Heaven, The (Bacheha-Ye Aseman) (1997)
1202,Henry Fool (1997)
1203,Mulan (1998)
1204,X-Files: Fight the Future, The (1998)
1205,Dr. Dolittle (1998)
1206,Out of Sight (1998)
1207,Picnic at Hanging Rock (1975)
1208,Smoke Signals (1998)
1209,Buffalo '66 (a.k.a. Buffalo 66) (1998)
1210,Armageddon (1998)
1211,Lethal Weapon 4 (1998)
1212,Madeline (1998)
1213,Small Soldiers (1998)
1214,Pi (1998)
1215,There's Something About Mary (1998)
1216,Plan 9 from Outer Space (1959)
1217,All Quiet on the Western Front (1930)
1218,Grand Hotel (1932)
1219,Mutiny on the Bounty (1935)
1220,You Can't Take It with You (1938)
1221,How Green Was My Valley (1941)
1222,Mrs. Miniver (1942)
1223,Going My Way (1944)
1224,Lost Weekend, The (1945)
1225,Best Years of Our Lives, The (1946)
1226,Gentleman's Agreement (1947)
1227,Hamlet (1948)
1228,All the King's Men (1949)
1229,Greatest Show on Earth, The (1952)
1230,From Here to Eternity (1953)
1231,On the Waterfront (1954)
1232,Marty (1955)
1233,West Side Story (1961)
1234,Tom Jones (1963)
1235,Man for All Seasons, A (1966)
1236,In the Heat of the Night (1967)
1237,Oliver! (1968)
1238,Midnight Cowboy (1969)
1239,French Connection, The (1971)
1240,Rocky (1976)
1241,Kramer vs. Kramer (1979)
1242,Ordinary People (1980)
1243,Chariots of Fire (1981)
1244,Terms of Endearment (1983)
1245,Out of Africa (1985)
1246,Last Emperor, The (1987)
1247,Rain Man (1988)
1248,Driving Miss Daisy (1989)
1249,Take the Money and Run (1969)
1250,Klute (1971)
1251,Repo Man (1984)
1252,Metropolitan (1990)
1253,Labyrinth (1986)
1254,Breakfast Club, The (1985)
1255,Nightmare on Elm Street 2: Freddy's Revenge, A (1985)
1256,Nightmare on Elm Street 3: Dream Warriors, A (1987)
1257,Nightmare on Elm Street 4: The Dream Master, A (1988)
1258,Nightmare on Elm Street 5: The Dream Child, A (1989)
1259,Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)
1260,Friday the 13th (1980)
1261,Friday the 13th Part 2 (1981)
1262,Friday the 13th Part 3: 3D (1982)
1263,Friday the 13th Part IV: The Final Chapter (1984)
1264,Friday the 13th Part V: A New Beginning (1985)
1265,Friday the 13th Part VI: Jason Lives (1986)
1266,Friday the 13th Part VII: The New Blood (1988)
1267,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
1268,Halloween (1978)
1269,Halloween II (1981)
1270,Halloween III: Season of the Witch (1982)
1271,Halloween 4: The Return of Michael Myers (1988)
1272,Halloween 5: The Revenge of Michael Myers (1989)
1273,Prom Night (1980)
1274,Child's Play (1988)
1275,Child's Play 2 (1990)
1276,Child's Play 3 (1991)
1277,Poltergeist (1982)
1278,Poltergeist II: The Other Side (1986)
1279,Poltergeist III (1988)
1280,Exorcist, The (1973)
1281,Exorcist II: The Heretic (1977)
1282,Exorcist III, The (1990)
1283,Lethal Weapon (1987)
1284,Lethal Weapon 2 (1989)
1285,Lethal Weapon 3 (1992)
1286,Gremlins (1984)
1287,Gremlins 2: The New Batch (1990)
1288,Goonies, The (1985)
1289,Mask of Zorro, The (1998)
1290,Soylent Green (1973)
1291,Metropolis (1927)
1292,Back to the Future Part II (1989)
1293,Back to the Future Part III (1990)
1294,Poseidon Adventure, The (1972)
1295,Freaky Friday (1977)
1296,Absent-Minded Professor, The (1961)
1297,Apple Dumpling Gang Rides Again, The (1979)
1298,Babes in Toyland (1961)
1299,Bambi (1942)
1300,Seven Samurai (Shichinin no samurai) (1954)
1301,Dangerous Liaisons (1988)
1302,Dune (1984)
1303,Last Temptation of Christ, The (1988)
1304,Godfather: Part III, The (1990)
1305,Rapture, The (1991)
1306,Lolita (1997)
1307,Disturbing Behavior (1998)
1308,Jane Austen's Mafia! (1998)
1309,Saving Private Ryan (1998)
1310,Billy's Hollywood Screen Kiss (1997)
1311,Black Cauldron, The (1985)
1312,Black Hole, The (1979)
1313,Blank Check (1994)
1314,Cat from Outer Space, The (1978)
1315,Computer Wore Tennis Shoes, The (1969)
1316,Condorman (1981)
1317,D2: The Mighty Ducks (1994)
1318,Darby O'Gill and the Little People (1959)
1319,Flight of the Navigator (1986)
1320,Great Mouse Detective, The (1986)
1321,Herbie Goes Bananas (1980)
1322,Herbie Goes to Monte Carlo (1977)
1323,Hocus Pocus (1993)
1324,Honey, I Blew Up the Kid (1992)
1325,Honey, I Shrunk the Kids (1989)
1326,Incredible Journey, The (1963)
1327,Negotiator, The (1998)
1328,Parent Trap, The (1998)
1329,BASEketball (1998)
1330,Roger & Me (1989)
1331,Purple Rose of Cairo, The (1985)
1332,Out of the Past (1947)
1333,Doctor Zhivago (1965)
1334,Fanny and Alexander (Fanny och Alexander) (1982)
1335,Trip to Bountiful, The (1985)
1336,Tender Mercies (1983)
1337,And the Band Played On (1993)
1338,'burbs, The (1989)
1339,Fandango (1985)
1340,Mephisto (1981)
1341,Blue Velvet (1986)
1342,Journey of Natty Gann, The (1985)
1343,Jungle Book, The (1967)
1344,Lady and the Tramp (1955)
1345,Little Mermaid, The (1989)
1346,Mighty Ducks, The (1992)
1347,Muppet Christmas Carol, The (1992)
1348,Newsies (1992)
1349,101 Dalmatians (One Hundred and One Dalmatians) (1961)
1350,Peter Pan (1953)
1351,Popeye (1980)
1352,Rescuers Down Under, The (1990)
1353,Rescuers, The (1977)
1354,Return from Witch Mountain (1978)
1355,Return of Jafar, The (1994)
1356,Return to Oz (1985)
1357,Rocketeer, The (1991)
1358,Shaggy D.A., The (1976)
1359,Sleeping Beauty (1959)
1360,Something Wicked This Way Comes (1983)
1361,Song of the South (1946)
1362,Splash (1984)
1363,Steamboat Willie (1928)
1364,Tron (1982)
1365,Swing Kids (1993)
1366,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)
1367,L.A. Story (1991)
1368,Jerk, The (1979)
1369,Dead Men Don't Wear Plaid (1982)
1370,Man with Two Brains, The (1983)
1371,Grand Canyon (1991)
1372,Graveyard Shift (Stephen King's Graveyard Shift) (1990)
1373,Outsiders, The (1983)
1374,Indiana Jones and the Temple of Doom (1984)
1375,Lord of the Rings, The (1978)
1376,1984 (Nineteen Eighty-Four) (1984)
1377,Dead Zone, The (1983)
1378,Maximum Overdrive (1986)
1379,Needful Things (1993)
1380,Cujo (1983)
1381,Children of the Corn (1984)
1382,All Dogs Go to Heaven (1989)
1383,Addams Family, The (1991)
1384,Ever After: A Cinderella Story (1998)
1385,Snake Eyes (1998)
1386,Atlantic City (1980)
1387,Autumn Sonata (Höstsonaten) (1978)
1388,Who's Afraid of Virginia Woolf? (1966)
1389,Adventures in Babysitting (1987)
1390,Weird Science (1985)
1391,Doctor Dolittle (1967)
1392,Nutty Professor, The (1963)
1393,Charlotte's Web (1973)
1394,Watership Down (1978)
1395,Secret of NIMH, The (1982)
1396,Dark Crystal, The (1982)
1397,American Tail, An (1986)
1398,American Tail: Fievel Goes West, An (1991)
1399,Legend (1985)
1400,Sixteen Candles (1984)
1401,Pretty in Pink (1986)
1402,St. Elmo's Fire (1985)
1403,Clan of the Cave Bear, The (1986)
1404,House (1986)
1405,House II: The Second Story (1987)
1406,Gods Must Be Crazy, The (1980)
1407,Gods Must Be Crazy II, The (1989)
1408,Air Bud: Golden Receiver (1998)
1409,Avengers, The (1998)
1410,How Stella Got Her Groove Back (1998)
1411,Slums of Beverly Hills, The (1998)
1412,Henry: Portrait of a Serial Killer (1986)
1413,Rosemary's Baby (1968)
1414,NeverEnding Story, The (1984)
1415,NeverEnding Story II: The Next Chapter, The (1990)
1416,Attack of the Killer Tomatoes! (1978)
1417,Your Friends and Neighbors (1998)
1418,Return to Paradise (1998)
1419,Blade (1998)
1420,Dance with Me (1998)
1421,Dead Man on Campus (1998)
1422,Wrongfully Accused (1998)
1423,Next Stop Wonderland (1998)
1424,Navigator: A Mediaeval Odyssey, The (1988)
1425,Beetlejuice (1988)
1426,Rope (1948)
1427,Family Plot (1976)
1428,Frenzy (1972)
1429,Torn Curtain (1966)
1430,Marnie (1964)
1431,Wrong Man, The (1956)
1432,Man Who Knew Too Much, The (1956)
1433,Trouble with Harry, The (1955)
1434,Strangers on a Train (1951)
1435,54 (1998)
1436,Willow (1988)
1437,Untouchables, The (1987)
1438,Dirty Work (1998)
1439,Lifeboat (1944)
1440,Shadow of a Doubt (1943)
1441,Saboteur (1942)
1442,Mr. & Mrs. Smith (1941)
1443,Suspicion (1941)
1444,Lady Vanishes, The (1938)
1445,Sabotage (1936)
1446,Man Who Knew Too Much, The (1934)
1447,Rounders (1998)
1448,Cube (1997)
1449,Simon Birch (1998)
1450,Seven Beauties (Pasqualino Settebellezze) (1976)
1451,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)
1452,My Bodyguard (1980)
1453,Class (1983)
1454,Broadcast News (1987)
1455,Working Girl (1988)
1456,Married to the Mob (1988)
1457,Say Anything... (1989)
1458,My Blue Heaven (1990)
1459,Hero (1992)
1460,Toys (1992)
1461,Blame It on Rio (1984)
1462,One Crazy Summer (1986)
1463,About Last Night... (1986)
1464,Seventh Sign, The (1988)
1465,We're No Angels (1989)
1466,Nothing But Trouble (1991)
1467,Butcher's Wife, The (1991)
1468,Mortal Thoughts (1991)
1469,Few Good Men, A (1992)
1470,Indecent Proposal (1993)
1471,Permanent Midnight (1998)
1472,One True Thing (1998)
1473,Rush Hour (1998)
1474,Six-String Samurai (1998)
1475,Ronin (1998)
1476,Urban Legend (1998)
1477,Clay Pigeons (1998)
1478,Pecker (1998)
1479,Sheltering Sky, The (1990)
1480,If.... (1968)
1481,Them! (1954)
1482,Thing, The (1982)
1483,Player, The (1992)
1484,Stardust Memories (1980)
1485,Edward Scissorhands (1990)
1486,Antz (1998)
1487,Impostors, The (1998)
1488,Night at the Roxbury, A (1998)
1489,What Dreams May Come (1998)
1490,Producers, The (1968)
1491,History of the World: Part I (1981)
1492,My Cousin Vinny (1992)
1493,Nashville (1975)
1494,Holy Man (1998)
1495,Mighty, The (1998)
1496,2010: The Year We Make Contact (1984)
1497,Children of a Lesser God (1986)
1498,Elephant Man, The (1980)
1499,Beloved (1998)
1500,Bride of Chucky (Child's Play 4) (1998)
1501,Practical Magic (1998)
1502,Happiness (1998)
1503,Apt Pupil (1998)
1504,Pleasantville (1998)
1505,Soldier (1998)
1506,Life Is Beautiful (La Vita è bella) (1997)
1507,Orgazmo (1997)
1508,Tales from the Darkside: The Movie (1990)
1509,Vampires (1998)
1510,American History X (1998)
1511,Hands on a Hard Body (1996)
1512,Living Out Loud (1998)
1513,Gods and Monsters (1998)
1514,Siege, The (1998)
1515,Waterboy, The (1998)
1516,Elizabeth (1998)
1517,Velvet Goldmine (1998)
1518,I Still Know What You Did Last Summer (1998)
1519,Meet Joe Black (1998)
1520,Runaway Train (1985)
1521,Stepford Wives, The (1975)
1522,Pope of Greenwich Village, The (1984)
1523,Sid and Nancy (1986)
1524,Mona Lisa (1986)
1525,Nights of Cabiria (Notti di Cabiria, Le) (1957)
1526,Big Chill, The (1983)
1527,Enemy of the State (1998)
1528,Rugrats Movie, The (1998)
1529,Bug's Life, A (1998)
1530,Celebrity (1998)
1531,Central Station (Central do Brasil) (1998)
1532,Waking Ned Devine (a.k.a. Waking Ned) (1998)
1533,Celebration, The (Festen) (1998)
1534,Pink Flamingos (1972)
1535,Godzilla (Gojira) (1954)
1536,Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)
1537,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)
1538,King Kong (1933)
1539,King Kong (1976)
1540,Desperately Seeking Susan (1985)
1541,Emerald Forest, The (1985)
1542,Fletch (1985)
1543,Fletch Lives (1989)
1544,Red Sonja (1985)
1545,Gung Ho (1986)
1546,Money Pit, The (1986)
1547,View to a Kill, A (1985)
1548,Lifeforce (1985)
1549,Police Academy (1984)
1550,Police Academy 2: Their First Assignment (1985)
1551,Police Academy 3: Back in Training (1986)
1552,Police Academy 4: Citizens on Patrol (1987)
1553,Police Academy 5: Assignment: Miami Beach (1988)
1554,Police Academy 6: City Under Siege (1989)
1555,Babe: Pig in the City (1998)
1556,Home Fries (1998)
1557,Jerry Springer: Ringmaster (1998)
1558,Very Bad Things (1998)
1559,Psycho (1998)
1560,Little Voice (1998)
1561,Simple Plan, A (1998)
1562,Jack Frost (1998)
1563,Star Trek: Insurrection (1998)
1564,Prince of Egypt, The (1998)
1565,Rushmore (1998)
1566,Shakespeare in Love (1998)
1567,Miracle on 34th Street (1947)
1568,Santa Claus: The Movie (1985)
1569,Pale Rider (1985)
1570,Rambo: First Blood Part II (1985)
1571,First Blood (Rambo: First Blood) (1982)
1572,Rambo III (1988)
1573,Jewel of the Nile, The (1985)
1574,Romancing the Stone (1984)
1575,Cocoon (1985)
1576,Cocoon: The Return (1988)
1577,Rocky II (1979)
1578,Rocky III (1982)
1579,Rocky IV (1985)
1580,Rocky V (1990)
1581,Clue (1985)
1582,Young Sherlock Holmes (1985)
1583,Back to School (1986)
1584,Heartburn (1986)
1585,Nothing in Common (1986)
1586,Karate Kid, The (1984)
1587,Karate Kid, Part II, The (1986)
1588,Karate Kid, Part III, The (1989)
1589,Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
1590,You've Got Mail (1998)
1591,General, The (1998)
1592,Thin Red Line, The (1998)
1593,Faculty, The (1998)
1594,Mighty Joe Young (1998)
1595,Mighty Joe Young (1949)
1596,Patch Adams (1998)
1597,Stepmom (1998)
1598,Civil Action, A (1998)
1599,Hurlyburly (1998)
1600,Tea with Mussolini (1999)
1601,Wilde (1997)
1602,Affliction (1997)
1603,Hilary and Jackie (1998)
1604,Playing by Heart (1998)
1605,At First Sight (1999)
1606,In Dreams (1999)
1607,Varsity Blues (1999)
1608,Virus (1999)
1609,Howard the Duck (1986)
1610,Gate, The (1987)
1611,Boy Who Could Fly, The (1986)
1612,Fly, The (1958)
1613,Fly, The (1986)
1614,Fly II, The (1989)
1615,Running Scared (1986)
1616,Armed and Dangerous (1986)
1617,Texas Chainsaw Massacre, The (1974)
1618,Texas Chainsaw Massacre 2, The (1986)
1619,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994)
1620,Ruthless People (1986)
1621,Name of the Rose, The (Name der Rose, Der) (1986)
1622,Jumpin' Jack Flash (1986)
1623,Peggy Sue Got Married (1986)
1624,Crocodile Dundee (1986)
1625,Crocodile Dundee II (1988)
1626,Tough Guys (1986)
1627,Soul Man (1986)
1628,Color of Money, The (1986)
1629,52 Pick-Up (1986)
1630,Heartbreak Ridge (1986)
1631,¡Three Amigos! (1986)
1632,She's All That (1999)
1633,Peeping Tom (1960)
1634,Payback (1999)
1635,Simply Irresistible (1999)
1636,20 Dates (1998)
1637,Fantastic Planet, The (Planète sauvage, La) (1973)
1638,Blast from the Past (1999)
1639,Message in a Bottle (1999)
1640,My Favorite Martian (1999)
1641,Jawbreaker (1999)
1642,October Sky (1999)
1643,Office Space (1999)
1644,200 Cigarettes (1999)
1645,8MM (1999)
1646,Other Sister, The (1999)
1647,Long Goodbye, The (1973)
1648,Pet Sematary (1989)
1649,Pet Sematary II (1992)
1650,Christine (1983)
1651,Night Shift (1982)
1652,House on Haunted Hill (1959)
1653,Airport (1970)
1654,Airport 1975 (1974)
1655,Airport '77 (1977)
1656,Towering Inferno, The (1974)
1657,Alligator (1980)
1658,Meteor (1979)
1659,Westworld (1973)
1660,Logan's Run (1976)
1661,Planet of the Apes (1968)
1662,Beneath the Planet of the Apes (1970)
1663,Battle for the Planet of the Apes (1973)
1664,Conquest of the Planet of the Apes (1972)
1665,Escape from the Planet of the Apes (1971)
1666,Earthquake (1974)
1667,Analyze This (1999)
1668,Corruptor, The (1999)
1669,Cruel Intentions (1999)
1670,Lock, Stock & Two Smoking Barrels (1998)
1671,Deep End of the Ocean, The (1999)
1672,Rage: Carrie 2, The (1999)
1673,Wing Commander (1999)
1674,Haunting, The (1963)
1675,Dead Ringers (1988)
1676,Village of the Damned (1960)
1677,Children of the Damned (1963)
1678,Baby Geniuses (1999)
1679,Forces of Nature (1999)
1680,Ravenous (1999)
1681,True Crime (1999)
1682,Dangerous Beauty (1998)
1683,King and I, The (1956)
1684,EDtv (1999)
1685,Mod Squad, The (1999)
1686,Walk on the Moon, A (1999)
1687,Matrix, The (1999)
1688,10 Things I Hate About You (1999)
1689,Out-of-Towners, The (1999)
1690,Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)
1691,Following (1998)
1692,Go (1999)
1693,Never Been Kissed (1999)
1694,Twin Dragons (Shuang long hui) (1992)
1695,Cookie's Fortune (1999)
1696,Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)
1697,Life (1999)
1698,Hideous Kinky (1998)
1699,Monster, The (Mostro, Il) (1994)
1700,Open Your Eyes (Abre los ojos) (1997)
1701,SLC Punk! (1998)
1702,Pushing Tin (1999)
1703,Election (1999)
1704,eXistenZ (1999)
1705,Entrapment (1999)
1706,Idle Hands (1999)
1707,Get Real (1998)
1708,Winslow Boy, The (1999)
1709,Mildred Pierce (1945)
1710,Night of the Comet (1984)
1711,My Science Project (1985)
1712,Dick Tracy (1990)
1713,Mummy, The (1999)
1714,Castle, The (1997)
1715,William Shakespeare's A Midsummer Night's Dream (1999)
1716,After Life (Wandafuru raifu) (1998)
1717,Black Mask (Hak hap) (1996)
1718,Star Wars: Episode I - The Phantom Menace (1999)
1719,Love Letter, The (1999)
